rho,logF,log2n,n,m,delta,eta,feasible,t,achieved_bits,floor_bits,proof_size_bits,proof_size_kb,mca_bound,list_bound,note
1/4,128.0,20,1048576,1,0.1228812033898305,0.3771187966101695,False,,106.1314379468063,106.1314379468063,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 106.13 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.122881). No finite t helps.
1/4,128.0,20,1048576,1,0.1354235593220339,0.36457644067796613,False,,106.09584002740334,106.09584002740334,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 106.10 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.135424). No finite t helps.
1/4,128.0,20,1048576,1,0.1479659152542373,0.3520340847457627,False,,106.05865550338885,106.05865550338885,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 106.06 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.147966). No finite t helps.
1/4,128.0,20,1048576,1,0.16050827118644068,0.3394917288135593,False,,106.01976265824204,106.01976265824204,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 106.02 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.160508). No finite t helps.
1/4,128.0,20,1048576,1,0.17305062711864408,0.32694937288135595,False,,105.97902583258616,105.97902583258616,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 105.98 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.173051). No finite t helps.
1/4,128.0,20,1048576,1,0.18559298305084745,0.3144070169491525,False,,105.93629323396291,105.93629323396291,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 105.94 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.185593). No finite t helps.
1/4,128.0,20,1048576,1,0.19813533898305086,0.30186466101694914,False,,105.89139430013658,105.89139430013658,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 105.89 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.198135). No finite t helps.
1/4,128.0,20,1048576,1,0.21067769491525423,0.28932230508474577,False,,105.84413650213253,105.84413650213253,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 105.84 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.210678). No finite t helps.
1/4,128.0,20,1048576,1,0.2232200508474576,0.2767799491525424,False,,105.79430143787702,105.79430143787702,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 105.79 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.223220). No finite t helps.
1/4,128.0,20,1048576,1,0.235762406779661,0.264237593220339,False,,105.74164001883928,105.74164001883928,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 105.74 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.235762). No finite t helps.
1/4,128.0,20,1048576,1,0.24830476271186439,0.2516952372881356,False,,105.68586648473321,105.68586648473321,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 105.69 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.248305). No finite t helps.
1/4,128.0,20,1048576,1,0.2608471186440678,0.2391528813559322,False,,105.6266508864128,105.6266508864128,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 105.63 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.260847). No finite t helps.
1/4,128.0,20,1048576,1,0.27338947457627116,0.22661052542372884,False,,105.5636095412002,105.5636095412002,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 105.56 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.273389). No finite t helps.
1/4,128.0,20,1048576,1,0.2859318305084746,0.2140681694915254,False,,105.49629276698064,105.49629276698064,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 105.50 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.285932). No finite t helps.
1/4,128.0,20,1048576,1,0.29847418644067797,0.20152581355932203,False,,105.42416890771827,105.42416890771827,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 105.42 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.298474). No finite t helps.
1/4,128.0,20,1048576,1,0.31101654237288134,0.18898345762711866,False,,105.34660321806908,105.34660321806908,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 105.35 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.311017). No finite t helps.
1/4,128.0,20,1048576,1,0.3235588983050847,0.17644110169491528,False,,105.26282948473306,105.26282948473306,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 105.26 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.323559). No finite t helps.
1/4,128.0,20,1048576,1,0.33610125423728815,0.16389874576271185,False,,105.17191116397282,105.17191116397282,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 105.17 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.336101). No finite t helps.
1/4,128.0,20,1048576,1,0.34864361016949147,0.15135638983050853,False,,105.07268701485317,105.07268701485317,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 105.07 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.348644). No finite t helps.
1/4,128.0,20,1048576,1,0.3611859661016949,0.1388140338983051,False,,104.96369315778226,104.96369315778226,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 104.96 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.361186). No finite t helps.
1/4,128.0,20,1048576,1,0.37372832203389833,0.12627167796610167,False,,104.84304811741649,104.84304811741649,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 104.84 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.373728). No finite t helps.
1/4,128.0,20,1048576,1,0.3862706779661017,0.1137293220338983,False,,92.31813949697208,92.31813949697208,,,bchks-johnson,interleave-listsize,infeasible: t-independent floor = 92.32 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.386271). No finite t helps.
1/4,128.0,20,1048576,1,0.3988130338983051,0.10118696610169492,False,,91.47532563322918,91.47532563322918,,,bchks-johnson,interleave-listsize,infeasible: t-independent floor = 91.48 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.398813). No finite t helps.
1/4,128.0,20,1048576,1,0.41135538983050846,0.08864461016949154,False,,90.52079454340044,90.52079454340044,,,bchks-johnson,interleave-listsize,infeasible: t-independent floor = 90.52 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.411355). No finite t helps.
1/4,128.0,20,1048576,1,0.4238977457627119,0.07610225423728811,False,,89.4203666042695,89.4203666042695,,,bchks-johnson,interleave-listsize,infeasible: t-independent floor = 89.42 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.423898). No finite t helps.
1/4,128.0,20,1048576,1,0.4364401016949152,0.0635598983050848,False,,88.12127958783695,88.12127958783695,,,bchks-johnson,interleave-listsize,infeasible: t-independent floor = 88.12 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.436440). No finite t helps.
1/4,128.0,20,1048576,1,0.44898245762711864,0.051017542372881364,False,,86.53567629172224,86.53567629172224,,,bchks-johnson,interleave-listsize,infeasible: t-independent floor = 86.54 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.448982). No finite t helps.
1/4,128.0,20,1048576,1,0.461524813559322,0.03847518644067799,False,,84.50035747706261,84.50035747706261,,,bchks-johnson,interleave-listsize,infeasible: t-independent floor = 84.50 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.461525). No finite t helps.
1/4,128.0,20,1048576,1,0.47406716949152544,0.025932830508474558,False,,81.65461680669878,81.65461680669878,,,bchks-johnson,interleave-listsize,infeasible: t-independent floor = 81.65 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.474067). No finite t helps.
1/4,128.0,20,1048576,1,0.48660952542372876,0.013390474576271238,False,,76.88675446776332,76.88675446776332,,,bchks-johnson,interleave-listsize,infeasible: t-independent floor = 76.89 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.486610). No finite t helps.
1/4,128.0,20,1048576,1,0.4991518813559322,0.0008481186440678079,False,,56.98276859621404,56.98276859621404,,,bchks-johnson,interleave-listsize,infeasible: t-independent floor = 56.98 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.499152). No finite t helps.
1/4,128.0,20,1048576,1,0.5116942372881356,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.511694). No finite t helps.
1/4,128.0,20,1048576,1,0.5242365932203389,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.524237). No finite t helps.
1/4,128.0,20,1048576,1,0.5367789491525423,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.536779). No finite t helps.
1/4,128.0,20,1048576,1,0.5493213050847457,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.549321). No finite t helps.
1/4,128.0,20,1048576,1,0.5618636610169492,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.561864). No finite t helps.
1/4,128.0,20,1048576,1,0.5744060169491525,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.574406). No finite t helps.
1/4,128.0,20,1048576,1,0.5869483728813559,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.586948). No finite t helps.
1/4,128.0,20,1048576,1,0.5994907288135594,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.599491). No finite t helps.
1/4,128.0,20,1048576,1,0.6120330847457627,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.612033). No finite t helps.
1/4,128.0,20,1048576,1,0.6245754406779661,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.624575). No finite t helps.
1/4,128.0,20,1048576,1,0.6371177966101694,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.637118). No finite t helps.
1/4,128.0,20,1048576,1,0.6496601525423729,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.649660). No finite t helps.
1/4,128.0,20,1048576,1,0.6622025084745763,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.662203). No finite t helps.
1/4,128.0,20,1048576,1,0.6747448644067796,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.674745). No finite t helps.
1/4,128.0,20,1048576,1,0.6872872203389829,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.687287). No finite t helps.
1/4,128.0,20,1048576,1,0.6998295762711865,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.699830). No finite t helps.
1/4,128.0,20,1048576,1,0.7123719322033898,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.712372). No finite t helps.
1/4,128.0,20,1048576,1,0.7249142881355931,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.724914). No finite t helps.
1/4,128.0,20,1048576,1,0.7374566440677967,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.737457). No finite t helps.
1/4,128.0,20,1048576,1,0.749999,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.749999). No finite t helps.
1/4,128.0,24,16777216,1,0.01,0.49,False,,102.39554132365305,102.39554132365305,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 102.40 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.010000). No finite t helps.
1/4,128.0,24,16777216,1,0.02254235593220339,0.4774576440677966,False,,102.37032788881034,102.37032788881034,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 102.37 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.022542). No finite t helps.
1/4,128.0,24,16777216,1,0.03508471186440678,0.46491528813559324,False,,102.34422253277415,102.34422253277415,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 102.34 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.035085). No finite t helps.
1/4,128.0,24,16777216,1,0.04762706779661017,0.4523729322033898,False,,102.31717256509566,102.31717256509566,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 102.32 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.047627). No finite t helps.
1/4,128.0,24,16777216,1,0.06016942372881356,0.43983057627118644,False,,102.2891207456229,102.2891207456229,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 102.29 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.060169). No finite t helps.
1/4,128.0,24,16777216,1,0.07271177966101694,0.42728822033898306,False,,102.26000475409975,102.26000475409975,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 102.26 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.072712). No finite t helps.
1/4,128.0,24,16777216,1,0.08525413559322033,0.4147458644067797,False,,102.22975658055658,102.22975658055658,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 102.23 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.085254). No finite t helps.
1/4,128.0,24,16777216,1,0.09779649152542372,0.4022035084745763,False,,102.19830182188298,102.19830182188298,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 102.20 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.097796). No finite t helps.
1/4,128.0,24,16777216,1,0.1103388474576271,0.3896611525423729,False,,102.16555886673108,102.16555886673108,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 102.17 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.110339). No finite t helps.
1/4,128.0,24,16777216,1,0.1228812033898305,0.3771187966101695,False,,102.1314379468063,102.1314379468063,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 102.13 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.122881). No finite t helps.
1/4,128.0,24,16777216,1,0.1354235593220339,0.36457644067796613,False,,102.09584002740334,102.09584002740334,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 102.10 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.135424). No finite t helps.
1/4,128.0,24,16777216,1,0.1479659152542373,0.3520340847457627,False,,102.05865550338885,102.05865550338885,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 102.06 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.147966). No finite t helps.
1/4,128.0,24,16777216,1,0.16050827118644068,0.3394917288135593,False,,102.01976265824204,102.01976265824204,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 102.02 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.160508). No finite t helps.
1/4,128.0,24,16777216,1,0.17305062711864408,0.32694937288135595,False,,101.97902583258616,101.97902583258616,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 101.98 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.173051). No finite t helps.
1/4,128.0,24,16777216,1,0.18559298305084745,0.3144070169491525,False,,101.93629323396291,101.93629323396291,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 101.94 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.185593). No finite t helps.
1/4,128.0,24,16777216,1,0.19813533898305086,0.30186466101694914,False,,101.89139430013658,101.89139430013658,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 101.89 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.198135). No finite t helps.
1/4,128.0,24,16777216,1,0.21067769491525423,0.28932230508474577,False,,101.84413650213253,101.84413650213253,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 101.84 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.210678). No finite t helps.
1/4,128.0,24,16777216,1,0.2232200508474576,0.2767799491525424,False,,101.79430143787702,101.79430143787702,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 101.79 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.223220). No finite t helps.
1/4,128.0,24,16777216,1,0.235762406779661,0.264237593220339,False,,101.74164001883928,101.74164001883928,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 101.74 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.235762). No finite t helps.
1/4,128.0,24,16777216,1,0.24830476271186439,0.2516952372881356,False,,101.68586648473321,101.68586648473321,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 101.69 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.248305). No finite t helps.
1/4,128.0,24,16777216,1,0.2608471186440678,0.2391528813559322,False,,101.6266508864128,101.6266508864128,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 101.63 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.260847). No finite t helps.
1/4,128.0,24,16777216,1,0.27338947457627116,0.22661052542372884,False,,101.5636095412002,101.5636095412002,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 101.56 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.273389). No finite t helps.
1/4,128.0,24,16777216,1,0.2859318305084746,0.2140681694915254,False,,101.49629276698064,101.49629276698064,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 101.50 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.285932). No finite t helps.
1/4,128.0,24,16777216,1,0.29847418644067797,0.20152581355932203,False,,101.42416890771827,101.42416890771827,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 101.42 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.298474). No finite t helps.
1/4,128.0,24,16777216,1,0.31101654237288134,0.18898345762711866,False,,101.34660321806908,101.34660321806908,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 101.35 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.311017). No finite t helps.
1/4,128.0,24,16777216,1,0.3235588983050847,0.17644110169491528,False,,101.26282948473306,101.26282948473306,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 101.26 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.323559). No finite t helps.
1/4,128.0,24,16777216,1,0.33610125423728815,0.16389874576271185,False,,101.17191116397282,101.17191116397282,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 101.17 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.336101). No finite t helps.
1/4,128.0,24,16777216,1,0.34864361016949147,0.15135638983050853,False,,101.07268701485317,101.07268701485317,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 101.07 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.348644). No finite t helps.
1/4,128.0,24,16777216,1,0.3611859661016949,0.1388140338983051,False,,100.96369315778226,100.96369315778226,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 100.96 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.361186). No finite t helps.
1/4,128.0,24,16777216,1,0.37372832203389833,0.12627167796610167,False,,100.84304811741649,100.84304811741649,,,unique-decoding,interleave-listsize,infeasible: t-independent floor = 100.84 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.373728). No finite t helps.
1/4,128.0,24,16777216,1,0.3862706779661017,0.1137293220338983,False,,88.31813949697208,88.31813949697208,,,bchks-johnson,interleave-listsize,infeasible: t-independent floor = 88.32 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.386271). No finite t helps.
1/4,128.0,24,16777216,1,0.3988130338983051,0.10118696610169492,False,,87.47532563322918,87.47532563322918,,,bchks-johnson,interleave-listsize,infeasible: t-independent floor = 87.48 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.398813). No finite t helps.
1/4,128.0,24,16777216,1,0.41135538983050846,0.08864461016949154,False,,86.52079454340044,86.52079454340044,,,bchks-johnson,interleave-listsize,infeasible: t-independent floor = 86.52 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.411355). No finite t helps.
1/4,128.0,24,16777216,1,0.4238977457627119,0.07610225423728811,False,,85.4203666042695,85.4203666042695,,,bchks-johnson,interleave-listsize,infeasible: t-independent floor = 85.42 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.423898). No finite t helps.
1/4,128.0,24,16777216,1,0.4364401016949152,0.0635598983050848,False,,84.12127958783695,84.12127958783695,,,bchks-johnson,interleave-listsize,infeasible: t-independent floor = 84.12 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.436440). No finite t helps.
1/4,128.0,24,16777216,1,0.44898245762711864,0.051017542372881364,False,,82.53567629172224,82.53567629172224,,,bchks-johnson,interleave-listsize,infeasible: t-independent floor = 82.54 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.448982). No finite t helps.
1/4,128.0,24,16777216,1,0.461524813559322,0.03847518644067799,False,,80.50035747706261,80.50035747706261,,,bchks-johnson,interleave-listsize,infeasible: t-independent floor = 80.50 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.461525). No finite t helps.
1/4,128.0,24,16777216,1,0.47406716949152544,0.025932830508474558,False,,77.65461680669878,77.65461680669878,,,bchks-johnson,interleave-listsize,infeasible: t-independent floor = 77.65 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.474067). No finite t helps.
1/4,128.0,24,16777216,1,0.48660952542372876,0.013390474576271238,False,,72.88675446776332,72.88675446776332,,,bchks-johnson,interleave-listsize,infeasible: t-independent floor = 72.89 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.486610). No finite t helps.
1/4,128.0,24,16777216,1,0.4991518813559322,0.0008481186440678079,False,,52.98276859621404,52.98276859621404,,,bchks-johnson,interleave-listsize,infeasible: t-independent floor = 52.98 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.499152). No finite t helps.
1/4,128.0,24,16777216,1,0.5116942372881356,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.511694). No finite t helps.
1/4,128.0,24,16777216,1,0.5242365932203389,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.524237). No finite t helps.
1/4,128.0,24,16777216,1,0.5367789491525423,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.536779). No finite t helps.
1/4,128.0,24,16777216,1,0.5493213050847457,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.549321). No finite t helps.
1/4,128.0,24,16777216,1,0.5618636610169492,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.561864). No finite t helps.
1/4,128.0,24,16777216,1,0.5744060169491525,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.574406). No finite t helps.
1/4,128.0,24,16777216,1,0.5869483728813559,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.586948). No finite t helps.
1/4,128.0,24,16777216,1,0.5994907288135594,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.599491). No finite t helps.
1/4,128.0,24,16777216,1,0.6120330847457627,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.612033). No finite t helps.
1/4,128.0,24,16777216,1,0.6245754406779661,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.624575). No finite t helps.
1/4,128.0,24,16777216,1,0.6371177966101694,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.637118). No finite t helps.
1/4,128.0,24,16777216,1,0.6496601525423729,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.649660). No finite t helps.
1/4,128.0,24,16777216,1,0.6622025084745763,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.662203). No finite t helps.
1/4,128.0,24,16777216,1,0.6747448644067796,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.674745). No finite t helps.
1/4,128.0,24,16777216,1,0.6872872203389829,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.687287). No finite t helps.
1/4,128.0,24,16777216,1,0.6998295762711865,,False,,-0.0,-0.0,,,unknown-beyond-johnson,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.699830). No finite t helps.
1/4,128.0,24,16777216,1,0.7123719322033898,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.712372). No finite t helps.
1/4,128.0,24,16777216,1,0.7249142881355931,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.724914). No finite t helps.
1/4,128.0,24,16777216,1,0.7374566440677967,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.737457). No finite t helps.
1/4,128.0,24,16777216,1,0.749999,,False,,-0.0,-0.0,,,proven-near-capacity-nogo,,infeasible: t-independent floor = -0.00 bits < target 128.00 bits (eps_mca + list/|F| too large at delta=0.749999). No finite t helps.
1/4,256.0,20,1048576,1,0.01,0.49,True,8828,128.002201268476,234.39554132365305,49719552.0,6069.28125,unique-decoding,interleave-listsize,ok
1/4,256.0,20,1048576,1,0.02254235593220339,0.4774576440677966,True,3892,128.0230862894258,234.37032788881035,21920000.0,2675.78125,unique-decoding,interleave-listsize,ok
1/4,256.0,20,1048576,1,0.03508471186440678,0.46491528813559324,True,2485,128.04162309481424,234.34422253277415,13995776.0,1708.46875,unique-decoding,interleave-listsize,ok
